,CALENDAR_DATE,YEAR,MONTH_OF_THE_YEAR,DAY_OF_THE_MONTH,WEEK_OF_THE_YEAR,YEAR_QUARTER 
8268,2021-08-21,2021,8,21,33,3
8269,2021-08-22,2021,8,22,33,3
8270,2021-08-23,2021,8,23,34,3
8271,2021-08-24,2021,8,24,34,3
8272,2021-08-25,2021,8,25,34,3
8273,2021-08-26,2021,8,26,34,3
8274,2021-08-27,2021,8,27,34,3
8275,2021-08-28,2021,8,28,34,3
8276,2021-08-29,2021,8,29,34,3
8277,2021-08-30,2021,8,30,35,3
8278,2021-08-31,2021,8,31,35,3
8279,2021-09-01,2021,9,1,35,3
8280,2021-09-02,2021,9,2,35,3
8281,2021-09-03,2021,9,3,35,3
8282,2021-09-04,2021,9,4,35,3
8283,2021-09-05,2021,9,5,35,3
8284,2021-09-06,2021,9,6,36,3
8285,2021-09-07,2021,9,7,36,3
8286,2021-09-08,2021,9,8,36,3
8287,2021-09-09,2021,9,9,36,3
8288,2021-09-10,2021,9,10,36,3
8289,2021-09-11,2021,9,11,36,3
8290,2021-09-12,2021,9,12,36,3
8291,2021-09-13,2021,9,13,37,3
8292,2021-09-14,2021,9,14,37,3
8293,2021-09-15,2021,9,15,37,3
8294,2021-09-16,2021,9,16,37,3
8295,2021-09-17,2021,9,17,37,3
8296,2021-09-18,2021,9,18,37,3
8297,2021-09-19,2021,9,19,37,3
8298,2021-09-20,2021,9,20,38,3
8299,2021-09-21,2021,9,21,38,3
8300,2021-09-22,2021,9,22,38,3
8301,2021-09-23,2021,9,23,38,3
8302,2021-09-24,2021,9,24,38,3
8303,2021-09-25,2021,9,25,38,3
8304,2021-09-26,2021,9,26,38,3
8305,2021-09-27,2021,9,27,39,3
8306,2021-09-28,2021,9,28,39,3
8307,2021-09-29,2021,9,29,39,3
8308,2021-09-30,2021,9,30,39,3
8309,2021-10-01,2021,10,1,39,4
8310,2021-10-02,2021,10,2,39,4
8311,2021-10-03,2021,10,3,39,4
8312,2021-10-04,2021,10,4,40,4
8313,2021-10-05,2021,10,5,40,4
8314,2021-10-06,2021,10,6,40,4
8315,2021-10-07,2021,10,7,40,4
8316,2021-10-08,2021,10,8,40,4
8317,2021-10-09,2021,10,9,40,4
8318,2021-10-10,2021,10,10,40,4
8319,2021-10-11,2021,10,11,41,4
8320,2021-10-12,2021,10,12,41,4
8321,2021-10-13,2021,10,13,41,4
8322,2021-10-14,2021,10,14,41,4
8323,2021-10-15,2021,10,15,41,4
8324,2021-10-16,2021,10,16,41,4
8325,2021-10-17,2021,10,17,41,4
8326,2021-10-18,2021,10,18,42,4
8327,2021-10-19,2021,10,19,42,4
8328,2021-10-20,2021,10,20,42,4
8329,2021-10-21,2021,10,21,42,4
8330,2021-10-22,2021,10,22,42,4
8331,2021-10-23,2021,10,23,42,4
8332,2021-10-24,2021,10,24,42,4
8333,2021-10-25,2021,10,25,43,4
8334,2021-10-26,2021,10,26,43,4
8335,2021-10-27,2021,10,27,43,4
8336,2021-10-28,2021,10,28,43,4
8337,2021-10-29,2021,10,29,43,4
8338,2021-10-30,2021,10,30,43,4
8339,2021-10-31,2021,10,31,43,4
8340,2021-11-01,2021,11,1,44,4
8341,2021-11-02,2021,11,2,44,4
8342,2021-11-03,2021,11,3,44,4
8343,2021-11-04,2021,11,4,44,4
8344,2021-11-05,2021,11,5,44,4
8345,2021-11-06,2021,11,6,44,4
8346,2021-11-07,2021,11,7,44,4
8347,2021-11-08,2021,11,8,45,4
8348,2021-11-09,2021,11,9,45,4
8349,2021-11-10,2021,11,10,45,4
8350,2021-11-11,2021,11,11,45,4
8351,2021-11-12,2021,11,12,45,4
8352,2021-11-13,2021,11,13,45,4
8353,2021-11-14,2021,11,14,45,4
8354,2021-11-15,2021,11,15,46,4
8355,2021-11-16,2021,11,16,46,4
8356,2021-11-17,2021,11,17,46,4
8357,2021-11-18,2021,11,18,46,4
8358,2021-11-19,2021,11,19,46,4
8359,2021-11-20,2021,11,20,46,4
8360,2021-11-21,2021,11,21,46,4
8361,2021-11-22,2021,11,22,47,4
8362,2021-11-23,2021,11,23,47,4
8363,2021-11-24,2021,11,24,47,4
8364,2021-11-25,2021,11,25,47,4
8365,2021-11-26,2021,11,26,47,4
8366,2021-11-27,2021,11,27,47,4
8367,2021-11-28,2021,11,28,47,4
8368,2021-11-29,2021,11,29,48,4
8369,2021-11-30,2021,11,30,48,4
8370,2021-12-01,2021,12,1,48,4
8371,2021-12-02,2021,12,2,48,4
8372,2021-12-03,2021,12,3,48,4
8373,2021-12-04,2021,12,4,48,4
8374,2021-12-05,2021,12,5,48,4
8375,2021-12-06,2021,12,6,49,4
8376,2021-12-07,2021,12,7,49,4
8377,2021-12-08,2021,12,8,49,4
8378,2021-12-09,2021,12,9,49,4
8379,2021-12-10,2021,12,10,49,4
8380,2021-12-11,2021,12,11,49,4
8381,2021-12-12,2021,12,12,49,4
8382,2021-12-13,2021,12,13,50,4
8383,2021-12-14,2021,12,14,50,4
8384,2021-12-15,2021,12,15,50,4
8385,2021-12-16,2021,12,16,50,4
8386,2021-12-17,2021,12,17,50,4
8387,2021-12-18,2021,12,18,50,4
8388,2021-12-19,2021,12,19,50,4
8389,2021-12-20,2021,12,20,51,4
8390,2021-12-21,2021,12,21,51,4
8391,2021-12-22,2021,12,22,51,4
8392,2021-12-23,2021,12,23,51,4
8393,2021-12-24,2021,12,24,51,4
8394,2021-12-25,2021,12,25,51,4
8395,2021-12-26,2021,12,26,51,4
8396,2021-12-27,2021,12,27,52,4
8397,2021-12-28,2021,12,28,52,4
8398,2021-12-29,2021,12,29,52,4
8399,2021-12-30,2021,12,30,52,4
8400,2021-12-31,2021,12,31,52,4
8401,2022-01-01,2022,1,1,52,1
8402,2022-01-02,2022,1,2,52,1
8403,2022-01-03,2022,1,3,1,1
8404,2022-01-04,2022,1,4,1,1
8405,2022-01-05,2022,1,5,1,1
8406,2022-01-06,2022,1,6,1,1
8407,2022-01-07,2022,1,7,1,1
8408,2022-01-08,2022,1,8,1,1
8409,2022-01-09,2022,1,9,1,1
8410,2022-01-10,2022,1,10,2,1
8411,2022-01-11,2022,1,11,2,1
8412,2022-01-12,2022,1,12,2,1
8413,2022-01-13,2022,1,13,2,1
8414,2022-01-14,2022,1,14,2,1
8415,2022-01-15,2022,1,15,2,1
8416,2022-01-16,2022,1,16,2,1
8417,2022-01-17,2022,1,17,3,1
8418,2022-01-18,2022,1,18,3,1
8419,2022-01-19,2022,1,19,3,1
8420,2022-01-20,2022,1,20,3,1
8421,2022-01-21,2022,1,21,3,1
8422,2022-01-22,2022,1,22,3,1
8423,2022-01-23,2022,1,23,3,1
8424,2022-01-24,2022,1,24,4,1
8425,2022-01-25,2022,1,25,4,1
8426,2022-01-26,2022,1,26,4,1
8427,2022-01-27,2022,1,27,4,1
8428,2022-01-28,2022,1,28,4,1
8429,2022-01-29,2022,1,29,4,1
8430,2022-01-30,2022,1,30,4,1
8431,2022-01-31,2022,1,31,5,1
8432,2022-02-01,2022,2,1,5,1
8433,2022-02-02,2022,2,2,5,1
8434,2022-02-03,2022,2,3,5,1
8435,2022-02-04,2022,2,4,5,1
8436,2022-02-05,2022,2,5,5,1
8437,2022-02-06,2022,2,6,5,1
8438,2022-02-07,2022,2,7,6,1
8439,2022-02-08,2022,2,8,6,1
8440,2022-02-09,2022,2,9,6,1
8441,2022-02-10,2022,2,10,6,1
8442,2022-02-11,2022,2,11,6,1
8443,2022-02-12,2022,2,12,6,1
8444,2022-02-13,2022,2,13,6,1
8445,2022-02-14,2022,2,14,7,1
8446,2022-02-15,2022,2,15,7,1
8447,2022-02-16,2022,2,16,7,1
8448,2022-02-17,2022,2,17,7,1
8449,2022-02-18,2022,2,18,7,1
8450,2022-02-19,2022,2,19,7,1
8451,2022-02-20,2022,2,20,7,1
8452,2022-02-21,2022,2,21,8,1
8453,2022-02-22,2022,2,22,8,1
8454,2022-02-23,2022,2,23,8,1
8455,2022-02-24,2022,2,24,8,1
8456,2022-02-25,2022,2,25,8,1
8457,2022-02-26,2022,2,26,8,1
8458,2022-02-27,2022,2,27,8,1
8459,2022-02-28,2022,2,28,9,1
8460,2022-03-01,2022,3,1,9,1
8461,2022-03-02,2022,3,2,9,1
8462,2022-03-03,2022,3,3,9,1
8463,2022-03-04,2022,3,4,9,1
8464,2022-03-05,2022,3,5,9,1
8465,2022-03-06,2022,3,6,9,1
8466,2022-03-07,2022,3,7,10,1
8467,2022-03-08,2022,3,8,10,1
8468,2022-03-09,2022,3,9,10,1
8469,2022-03-10,2022,3,10,10,1
8470,2022-03-11,2022,3,11,10,1
8471,2022-03-12,2022,3,12,10,1
8472,2022-03-13,2022,3,13,10,1
8473,2022-03-14,2022,3,14,11,1
8474,2022-03-15,2022,3,15,11,1
8475,2022-03-16,2022,3,16,11,1
8476,2022-03-17,2022,3,17,11,1
8477,2022-03-18,2022,3,18,11,1
8478,2022-03-19,2022,3,19,11,1
8479,2022-03-20,2022,3,20,11,1
8480,2022-03-21,2022,3,21,12,1
8481,2022-03-22,2022,3,22,12,1
8482,2022-03-23,2022,3,23,12,1
8483,2022-03-24,2022,3,24,12,1
8484,2022-03-25,2022,3,25,12,1
8485,2022-03-26,2022,3,26,12,1
8486,2022-03-27,2022,3,27,12,1
8487,2022-03-28,2022,3,28,13,1
8488,2022-03-29,2022,3,29,13,1
8489,2022-03-30,2022,3,30,13,1
8490,2022-03-31,2022,3,31,13,1
8491,2022-04-01,2022,4,1,13,2
8492,2022-04-02,2022,4,2,13,2
8493,2022-04-03,2022,4,3,13,2
8494,2022-04-04,2022,4,4,14,2
8495,2022-04-05,2022,4,5,14,2
8496,2022-04-06,2022,4,6,14,2
8497,2022-04-07,2022,4,7,14,2
8498,2022-04-08,2022,4,8,14,2
8499,2022-04-09,2022,4,9,14,2
8500,2022-04-10,2022,4,10,14,2
8501,2022-04-11,2022,4,11,15,2
8502,2022-04-12,2022,4,12,15,2
8503,2022-04-13,2022,4,13,15,2
8504,2022-04-14,2022,4,14,15,2
8505,2022-04-15,2022,4,15,15,2
8506,2022-04-16,2022,4,16,15,2
8507,2022-04-17,2022,4,17,15,2
8508,2022-04-18,2022,4,18,16,2
8509,2022-04-19,2022,4,19,16,2
8510,2022-04-20,2022,4,20,16,2
8511,2022-04-21,2022,4,21,16,2
8512,2022-04-22,2022,4,22,16,2
8513,2022-04-23,2022,4,23,16,2
8514,2022-04-24,2022,4,24,16,2
8515,2022-04-25,2022,4,25,17,2
8516,2022-04-26,2022,4,26,17,2
8517,2022-04-27,2022,4,27,17,2
8518,2022-04-28,2022,4,28,17,2
8519,2022-04-29,2022,4,29,17,2
8520,2022-04-30,2022,4,30,17,2
8521,2022-05-01,2022,5,1,17,2
8522,2022-05-02,2022,5,2,18,2
8523,2022-05-03,2022,5,3,18,2
8524,2022-05-04,2022,5,4,18,2
8525,2022-05-05,2022,5,5,18,2
8526,2022-05-06,2022,5,6,18,2
8527,2022-05-07,2022,5,7,18,2
8528,2022-05-08,2022,5,8,18,2
8529,2022-05-09,2022,5,9,19,2
8530,2022-05-10,2022,5,10,19,2
8531,2022-05-11,2022,5,11,19,2
8532,2022-05-12,2022,5,12,19,2
8533,2022-05-13,2022,5,13,19,2
8534,2022-05-14,2022,5,14,19,2
8535,2022-05-15,2022,5,15,19,2
8536,2022-05-16,2022,5,16,20,2
8537,2022-05-17,2022,5,17,20,2
8538,2022-05-18,2022,5,18,20,2
8539,2022-05-19,2022,5,19,20,2
8540,2022-05-20,2022,5,20,20,2
8541,2022-05-21,2022,5,21,20,2
8542,2022-05-22,2022,5,22,20,2
8543,2022-05-23,2022,5,23,21,2
8544,2022-05-24,2022,5,24,21,2
8545,2022-05-25,2022,5,25,21,2
8546,2022-05-26,2022,5,26,21,2
8547,2022-05-27,2022,5,27,21,2
8548,2022-05-28,2022,5,28,21,2
8549,2022-05-29,2022,5,29,21,2
8550,2022-05-30,2022,5,30,22,2
8551,2022-05-31,2022,5,31,22,2
8552,2022-06-01,2022,6,1,22,2
8553,2022-06-02,2022,6,2,22,2
8554,2022-06-03,2022,6,3,22,2
8555,2022-06-04,2022,6,4,22,2
8556,2022-06-05,2022,6,5,22,2
8557,2022-06-06,2022,6,6,23,2
8558,2022-06-07,2022,6,7,23,2
8559,2022-06-08,2022,6,8,23,2
8560,2022-06-09,2022,6,9,23,2
8561,2022-06-10,2022,6,10,23,2
8562,2022-06-11,2022,6,11,23,2
8563,2022-06-12,2022,6,12,23,2
8564,2022-06-13,2022,6,13,24,2
8565,2022-06-14,2022,6,14,24,2
8566,2022-06-15,2022,6,15,24,2
8567,2022-06-16,2022,6,16,24,2
8568,2022-06-17,2022,6,17,24,2
8569,2022-06-18,2022,6,18,24,2
8570,2022-06-19,2022,6,19,24,2
8571,2022-06-20,2022,6,20,25,2
8572,2022-06-21,2022,6,21,25,2
8573,2022-06-22,2022,6,22,25,2
8574,2022-06-23,2022,6,23,25,2
8575,2022-06-24,2022,6,24,25,2
8576,2022-06-25,2022,6,25,25,2
8577,2022-06-26,2022,6,26,25,2
8578,2022-06-27,2022,6,27,26,2
8579,2022-06-28,2022,6,28,26,2
8580,2022-06-29,2022,6,29,26,2
8581,2022-06-30,2022,6,30,26,2
8582,2022-07-01,2022,7,1,26,3
8583,2022-07-02,2022,7,2,26,3
8584,2022-07-03,2022,7,3,26,3
8585,2022-07-04,2022,7,4,27,3
8586,2022-07-05,2022,7,5,27,3
8587,2022-07-06,2022,7,6,27,3
8588,2022-07-07,2022,7,7,27,3
8589,2022-07-08,2022,7,8,27,3
8590,2022-07-09,2022,7,9,27,3
8591,2022-07-10,2022,7,10,27,3
8592,2022-07-11,2022,7,11,28,3
8593,2022-07-12,2022,7,12,28,3
8594,2022-07-13,2022,7,13,28,3
8595,2022-07-14,2022,7,14,28,3
8596,2022-07-15,2022,7,15,28,3
8597,2022-07-16,2022,7,16,28,3
8598,2022-07-17,2022,7,17,28,3
8599,2022-07-18,2022,7,18,29,3
8600,2022-07-19,2022,7,19,29,3
8601,2022-07-20,2022,7,20,29,3
8602,2022-07-21,2022,7,21,29,3
8603,2022-07-22,2022,7,22,29,3
8604,2022-07-23,2022,7,23,29,3
8605,2022-07-24,2022,7,24,29,3
8606,2022-07-25,2022,7,25,30,3
8607,2022-07-26,2022,7,26,30,3
8608,2022-07-27,2022,7,27,30,3
8609,2022-07-28,2022,7,28,30,3
8610,2022-07-29,2022,7,29,30,3
8611,2022-07-30,2022,7,30,30,3
8612,2022-07-31,2022,7,31,30,3
8613,2022-08-01,2022,8,1,31,3
8614,2022-08-02,2022,8,2,31,3
8615,2022-08-03,2022,8,3,31,3
8616,2022-08-04,2022,8,4,31,3
8617,2022-08-05,2022,8,5,31,3
8618,2022-08-06,2022,8,6,31,3
8619,2022-08-07,2022,8,7,31,3
8620,2022-08-08,2022,8,8,32,3
8621,2022-08-09,2022,8,9,32,3
8622,2022-08-10,2022,8,10,32,3
8623,2022-08-11,2022,8,11,32,3
8624,2022-08-12,2022,8,12,32,3
8625,2022-08-13,2022,8,13,32,3
8626,2022-08-14,2022,8,14,32,3
8627,2022-08-15,2022,8,15,33,3
8628,2022-08-16,2022,8,16,33,3
8629,2022-08-17,2022,8,17,33,3
8630,2022-08-18,2022,8,18,33,3
8631,2022-08-19,2022,8,19,33,3
8632,2022-08-20,2022,8,20,33,3
8633,2022-08-21,2022,8,21,33,3
8634,2022-08-22,2022,8,22,34,3
8635,2022-08-23,2022,8,23,34,3
8636,2022-08-24,2022,8,24,34,3
8637,2022-08-25,2022,8,25,34,3
8638,2022-08-26,2022,8,26,34,3
8639,2022-08-27,2022,8,27,34,3
8640,2022-08-28,2022,8,28,34,3
8641,2022-08-29,2022,8,29,35,3
8642,2022-08-30,2022,8,30,35,3
8643,2022-08-31,2022,8,31,35,3
8644,2022-09-01,2022,9,1,35,3
8645,2022-09-02,2022,9,2,35,3
8646,2022-09-03,2022,9,3,35,3
8647,2022-09-04,2022,9,4,35,3
8648,2022-09-05,2022,9,5,36,3
8649,2022-09-06,2022,9,6,36,3
8650,2022-09-07,2022,9,7,36,3
8651,2022-09-08,2022,9,8,36,3
8652,2022-09-09,2022,9,9,36,3
8653,2022-09-10,2022,9,10,36,3
8654,2022-09-11,2022,9,11,36,3
8655,2022-09-12,2022,9,12,37,3
8656,2022-09-13,2022,9,13,37,3
8657,2022-09-14,2022,9,14,37,3
8658,2022-09-15,2022,9,15,37,3
8659,2022-09-16,2022,9,16,37,3
8660,2022-09-17,2022,9,17,37,3
8661,2022-09-18,2022,9,18,37,3
8662,2022-09-19,2022,9,19,38,3
8663,2022-09-20,2022,9,20,38,3
8664,2022-09-21,2022,9,21,38,3
8665,2022-09-22,2022,9,22,38,3
8666,2022-09-23,2022,9,23,38,3
8667,2022-09-24,2022,9,24,38,3
8668,2022-09-25,2022,9,25,38,3
8669,2022-09-26,2022,9,26,39,3
8670,2022-09-27,2022,9,27,39,3
8671,2022-09-28,2022,9,28,39,3
8672,2022-09-29,2022,9,29,39,3
8673,2022-09-30,2022,9,30,39,3
8674,2022-10-01,2022,10,1,39,4
8675,2022-10-02,2022,10,2,39,4
8676,2022-10-03,2022,10,3,40,4
8677,2022-10-04,2022,10,4,40,4
8678,2022-10-05,2022,10,5,40,4
8679,2022-10-06,2022,10,6,40,4
8680,2022-10-07,2022,10,7,40,4
8681,2022-10-08,2022,10,8,40,4
8682,2022-10-09,2022,10,9,40,4
8683,2022-10-10,2022,10,10,41,4
8684,2022-10-11,2022,10,11,41,4
8685,2022-10-12,2022,10,12,41,4
8686,2022-10-13,2022,10,13,41,4
8687,2022-10-14,2022,10,14,41,4
8688,2022-10-15,2022,10,15,41,4
8689,2022-10-16,2022,10,16,41,4
8690,2022-10-17,2022,10,17,42,4
8691,2022-10-18,2022,10,18,42,4
8692,2022-10-19,2022,10,19,42,4
8693,2022-10-20,2022,10,20,42,4
8694,2022-10-21,2022,10,21,42,4
8695,2022-10-22,2022,10,22,42,4
8696,2022-10-23,2022,10,23,42,4
8697,2022-10-24,2022,10,24,43,4
8698,2022-10-25,2022,10,25,43,4
8699,2022-10-26,2022,10,26,43,4
8700,2022-10-27,2022,10,27,43,4
8701,2022-10-28,2022,10,28,43,4
8702,2022-10-29,2022,10,29,43,4
8703,2022-10-30,2022,10,30,43,4
8704,2022-10-31,2022,10,31,44,4
8705,2022-11-01,2022,11,1,44,4
8706,2022-11-02,2022,11,2,44,4
8707,2022-11-03,2022,11,3,44,4
8708,2022-11-04,2022,11,4,44,4
8709,2022-11-05,2022,11,5,44,4
8710,2022-11-06,2022,11,6,44,4
8711,2022-11-07,2022,11,7,45,4
8712,2022-11-08,2022,11,8,45,4
8713,2022-11-09,2022,11,9,45,4
8714,2022-11-10,2022,11,10,45,4
8715,2022-11-11,2022,11,11,45,4
8716,2022-11-12,2022,11,12,45,4
8717,2022-11-13,2022,11,13,45,4
8718,2022-11-14,2022,11,14,46,4
8719,2022-11-15,2022,11,15,46,4
8720,2022-11-16,2022,11,16,46,4
8721,2022-11-17,2022,11,17,46,4
8722,2022-11-18,2022,11,18,46,4
8723,2022-11-19,2022,11,19,46,4
8724,2022-11-20,2022,11,20,46,4
8725,2022-11-21,2022,11,21,47,4
8726,2022-11-22,2022,11,22,47,4
8727,2022-11-23,2022,11,23,47,4
8728,2022-11-24,2022,11,24,47,4
8729,2022-11-25,2022,11,25,47,4
8730,2022-11-26,2022,11,26,47,4
8731,2022-11-27,2022,11,27,47,4
8732,2022-11-28,2022,11,28,48,4
8733,2022-11-29,2022,11,29,48,4
8734,2022-11-30,2022,11,30,48,4
8735,2022-12-01,2022,12,1,48,4
8736,2022-12-02,2022,12,2,48,4
8737,2022-12-03,2022,12,3,48,4
8738,2022-12-04,2022,12,4,48,4
8739,2022-12-05,2022,12,5,49,4
8740,2022-12-06,2022,12,6,49,4
8741,2022-12-07,2022,12,7,49,4
8742,2022-12-08,2022,12,8,49,4
8743,2022-12-09,2022,12,9,49,4
8744,2022-12-10,2022,12,10,49,4
8745,2022-12-11,2022,12,11,49,4
8746,2022-12-12,2022,12,12,50,4
8747,2022-12-13,2022,12,13,50,4
8748,2022-12-14,2022,12,14,50,4
8749,2022-12-15,2022,12,15,50,4
8750,2022-12-16,2022,12,16,50,4
8751,2022-12-17,2022,12,17,50,4
8752,2022-12-18,2022,12,18,50,4
8753,2022-12-19,2022,12,19,51,4
8754,2022-12-20,2022,12,20,51,4
8755,2022-12-21,2022,12,21,51,4
8756,2022-12-22,2022,12,22,51,4
8757,2022-12-23,2022,12,23,51,4
8758,2022-12-24,2022,12,24,51,4
8759,2022-12-25,2022,12,25,51,4
8760,2022-12-26,2022,12,26,52,4
8761,2022-12-27,2022,12,27,52,4
8762,2022-12-28,2022,12,28,52,4
8763,2022-12-29,2022,12,29,52,4
8764,2022-12-30,2022,12,30,52,4
8765,2022-12-31,2022,12,31,52,4
8766,2023-01-01,2023,1,1,52,1
8767,2023-01-02,2023,1,2,1,1
8768,2023-01-03,2023,1,3,1,1
8769,2023-01-04,2023,1,4,1,1
8770,2023-01-05,2023,1,5,1,1
8771,2023-01-06,2023,1,6,1,1
8772,2023-01-07,2023,1,7,1,1
8773,2023-01-08,2023,1,8,1,1
8774,2023-01-09,2023,1,9,2,1
8775,2023-01-10,2023,1,10,2,1
8776,2023-01-11,2023,1,11,2,1
8777,2023-01-12,2023,1,12,2,1
8778,2023-01-13,2023,1,13,2,1
8779,2023-01-14,2023,1,14,2,1
8780,2023-01-15,2023,1,15,2,1
8781,2023-01-16,2023,1,16,3,1
8782,2023-01-17,2023,1,17,3,1
8783,2023-01-18,2023,1,18,3,1
8784,2023-01-19,2023,1,19,3,1
8785,2023-01-20,2023,1,20,3,1
8786,2023-01-21,2023,1,21,3,1
8787,2023-01-22,2023,1,22,3,1
8788,2023-01-23,2023,1,23,4,1
8789,2023-01-24,2023,1,24,4,1
8790,2023-01-25,2023,1,25,4,1
8791,2023-01-26,2023,1,26,4,1
8792,2023-01-27,2023,1,27,4,1
8793,2023-01-28,2023,1,28,4,1
8794,2023-01-29,2023,1,29,4,1
8795,2023-01-30,2023,1,30,5,1
8796,2023-01-31,2023,1,31,5,1
8797,2023-02-01,2023,2,1,5,1
8798,2023-02-02,2023,2,2,5,1
8799,2023-02-03,2023,2,3,5,1
8800,2023-02-04,2023,2,4,5,1
8801,2023-02-05,2023,2,5,5,1
8802,2023-02-06,2023,2,6,6,1
8803,2023-02-07,2023,2,7,6,1
8804,2023-02-08,2023,2,8,6,1
8805,2023-02-09,2023,2,9,6,1
8806,2023-02-10,2023,2,10,6,1
8807,2023-02-11,2023,2,11,6,1
8808,2023-02-12,2023,2,12,6,1
8809,2023-02-13,2023,2,13,7,1
8810,2023-02-14,2023,2,14,7,1
8811,2023-02-15,2023,2,15,7,1
8812,2023-02-16,2023,2,16,7,1
8813,2023-02-17,2023,2,17,7,1
8814,2023-02-18,2023,2,18,7,1
8815,2023-02-19,2023,2,19,7,1
8816,2023-02-20,2023,2,20,8,1
8817,2023-02-21,2023,2,21,8,1
8818,2023-02-22,2023,2,22,8,1
8819,2023-02-23,2023,2,23,8,1
8820,2023-02-24,2023,2,24,8,1
8821,2023-02-25,2023,2,25,8,1
8822,2023-02-26,2023,2,26,8,1
8823,2023-02-27,2023,2,27,9,1
8824,2023-02-28,2023,2,28,9,1
8825,2023-03-01,2023,3,1,9,1
8826,2023-03-02,2023,3,2,9,1
8827,2023-03-03,2023,3,3,9,1
8828,2023-03-04,2023,3,4,9,1
8829,2023-03-05,2023,3,5,9,1
8830,2023-03-06,2023,3,6,10,1
8831,2023-03-07,2023,3,7,10,1
8832,2023-03-08,2023,3,8,10,1
8833,2023-03-09,2023,3,9,10,1
8834,2023-03-10,2023,3,10,10,1
8835,2023-03-11,2023,3,11,10,1
8836,2023-03-12,2023,3,12,10,1
8837,2023-03-13,2023,3,13,11,1
8838,2023-03-14,2023,3,14,11,1
8839,2023-03-15,2023,3,15,11,1
8840,2023-03-16,2023,3,16,11,1
8841,2023-03-17,2023,3,17,11,1
8842,2023-03-18,2023,3,18,11,1
8843,2023-03-19,2023,3,19,11,1
8844,2023-03-20,2023,3,20,12,1
8845,2023-03-21,2023,3,21,12,1
8846,2023-03-22,2023,3,22,12,1
8847,2023-03-23,2023,3,23,12,1
8848,2023-03-24,2023,3,24,12,1
8849,2023-03-25,2023,3,25,12,1
8850,2023-03-26,2023,3,26,12,1
8851,2023-03-27,2023,3,27,13,1
8852,2023-03-28,2023,3,28,13,1
8853,2023-03-29,2023,3,29,13,1
8854,2023-03-30,2023,3,30,13,1
8855,2023-03-31,2023,3,31,13,1
8856,2023-04-01,2023,4,1,13,2
8857,2023-04-02,2023,4,2,13,2
8858,2023-04-03,2023,4,3,14,2
8859,2023-04-04,2023,4,4,14,2
8860,2023-04-05,2023,4,5,14,2
8861,2023-04-06,2023,4,6,14,2
8862,2023-04-07,2023,4,7,14,2
8863,2023-04-08,2023,4,8,14,2
8864,2023-04-09,2023,4,9,14,2
8865,2023-04-10,2023,4,10,15,2
8866,2023-04-11,2023,4,11,15,2
8867,2023-04-12,2023,4,12,15,2
8868,2023-04-13,2023,4,13,15,2
8869,2023-04-14,2023,4,14,15,2
8870,2023-04-15,2023,4,15,15,2
8871,2023-04-16,2023,4,16,15,2
8872,2023-04-17,2023,4,17,16,2
8873,2023-04-18,2023,4,18,16,2
8874,2023-04-19,2023,4,19,16,2
8875,2023-04-20,2023,4,20,16,2
8876,2023-04-21,2023,4,21,16,2
8877,2023-04-22,2023,4,22,16,2
8878,2023-04-23,2023,4,23,16,2
8879,2023-04-24,2023,4,24,17,2
8880,2023-04-25,2023,4,25,17,2
8881,2023-04-26,2023,4,26,17,2
8882,2023-04-27,2023,4,27,17,2
8883,2023-04-28,2023,4,28,17,2
8884,2023-04-29,2023,4,29,17,2
8885,2023-04-30,2023,4,30,17,2
8886,2023-05-01,2023,5,1,18,2
8887,2023-05-02,2023,5,2,18,2
8888,2023-05-03,2023,5,3,18,2
8889,2023-05-04,2023,5,4,18,2
8890,2023-05-05,2023,5,5,18,2
8891,2023-05-06,2023,5,6,18,2
8892,2023-05-07,2023,5,7,18,2
8893,2023-05-08,2023,5,8,19,2
8894,2023-05-09,2023,5,9,19,2
8895,2023-05-10,2023,5,10,19,2
8896,2023-05-11,2023,5,11,19,2
8897,2023-05-12,2023,5,12,19,2
8898,2023-05-13,2023,5,13,19,2
8899,2023-05-14,2023,5,14,19,2
8900,2023-05-15,2023,5,15,20,2
8901,2023-05-16,2023,5,16,20,2
8902,2023-05-17,2023,5,17,20,2
8903,2023-05-18,2023,5,18,20,2
8904,2023-05-19,2023,5,19,20,2
8905,2023-05-20,2023,5,20,20,2
8906,2023-05-21,2023,5,21,20,2
8907,2023-05-22,2023,5,22,21,2
8908,2023-05-23,2023,5,23,21,2
8909,2023-05-24,2023,5,24,21,2
8910,2023-05-25,2023,5,25,21,2
8911,2023-05-26,2023,5,26,21,2
8912,2023-05-27,2023,5,27,21,2
8913,2023-05-28,2023,5,28,21,2
8914,2023-05-29,2023,5,29,22,2
8915,2023-05-30,2023,5,30,22,2
8916,2023-05-31,2023,5,31,22,2
8917,2023-06-01,2023,6,1,22,2
8918,2023-06-02,2023,6,2,22,2
8919,2023-06-03,2023,6,3,22,2
8920,2023-06-04,2023,6,4,22,2
8921,2023-06-05,2023,6,5,23,2
8922,2023-06-06,2023,6,6,23,2
8923,2023-06-07,2023,6,7,23,2
8924,2023-06-08,2023,6,8,23,2
8925,2023-06-09,2023,6,9,23,2
8926,2023-06-10,2023,6,10,23,2
8927,2023-06-11,2023,6,11,23,2
8928,2023-06-12,2023,6,12,24,2
8929,2023-06-13,2023,6,13,24,2
8930,2023-06-14,2023,6,14,24,2
